-183.800, 80.200, 0.000,  0.000
-183.800, 78.700, 0.000,  0.016
-183.800, 78.700, 0.000,  0.049
-183.800, 78.700, 0.000,  0.082
-183.800, 78.700, -0.013,  0.115
-183.800, 78.699, 0.035,  0.148
-183.800, 78.697, 0.034,  0.181
-183.800, 78.696, 0.039,  0.214
-183.800, 78.693, 0.113,  0.247
-183.798, 78.686, 0.205,  0.280
-183.796, 78.675, 0.355,  0.313
-183.793, 78.656, 0.531,  0.346
-183.789, 78.634, 0.691,  0.379
-183.785, 78.608, 0.793,  0.412
-183.779, 78.574, 1.026,  0.445
-183.772, 78.533, 1.270,  0.478
-183.763, 78.484, 1.474,  0.511
-183.754, 78.430, 1.641,  0.544
-183.743, 78.371, 1.771,  0.577
-183.732, 78.310, 1.864,  0.610
-183.721, 78.247, 1.926,  0.643
-183.709, 78.182, 1.959,  0.676
-183.696, 78.118, 1.969,  0.709
-183.684, 78.054, 1.961,  0.742
-183.671, 77.990, 1.937,  0.775
-183.659, 77.928, 1.908,  0.808
-183.646, 77.867, 1.878,  0.841
-183.633, 77.806, 1.848,  0.874
-183.621, 77.747, 1.820,  0.907
-183.608, 77.688, 1.795,  0.940
-183.595, 77.630, 1.773,  0.973
-183.582, 77.573, 1.756,  1.006
-183.569, 77.516, 1.743,  1.039
-183.556, 77.459, 1.734,  1.072
-183.543, 77.402, 1.730,  1.105
-183.529, 77.346, 1.729,  1.138
-183.516, 77.289, 1.733,  1.171
-183.502, 77.232, 1.740,  1.204
-183.488, 77.175, 1.749,  1.237
-183.473, 77.117, 1.761,  1.270
-183.458, 77.059, 1.774,  1.303
-183.443, 77.001, 1.789,  1.336
-183.428, 76.942, 1.803,  1.369
-183.412, 76.883, 1.818,  1.402
-183.396, 76.823, 1.832,  1.435
-183.379, 76.763, 1.845,  1.468
-183.363, 76.703, 1.858,  1.501
-183.346, 76.642, 1.869,  1.534
-183.328, 76.581, 1.878,  1.567
-183.311, 76.520, 1.887,  1.600
-183.293, 76.459, 1.895,  1.633
-183.275, 76.397, 1.901,  1.666
-183.256, 76.336, 1.907,  1.699
-183.238, 76.274, 1.912,  1.732
-183.219, 76.213, 1.916,  1.765
-183.199, 76.151, 1.921,  1.798
-183.180, 76.089, 1.925,  1.831
-183.160, 76.027, 1.929,  1.864
-183.140, 75.965, 1.933,  1.897
-183.121, 75.903, 1.940,  1.930
-183.103, 75.840, 1.946,  1.963
-183.085, 75.777, 1.951,  1.996
-183.067, 75.714, 1.956,  2.029
-183.049, 75.651, 1.961,  2.062
-183.031, 75.588, 1.966,  2.095
-183.012, 75.524, 1.971,  2.128
-182.994, 75.460, 1.978,  2.161
-182.976, 75.397, 1.984,  2.194
-182.957, 75.333, 1.990,  2.227
-182.939, 75.268, 1.996,  2.260
-182.920, 75.204, 2.003,  2.293
-182.901, 75.140, 2.009,  2.326
-182.882, 75.075, 2.016,  2.359
-182.863, 75.010, 2.022,  2.392
-182.844, 74.945, 2.029,  2.425
-182.827, 74.879, 2.037,  2.458
-182.810, 74.813, 2.044,  2.491
-182.794, 74.746, 2.051,  2.524
-182.778, 74.680, 2.058,  2.557
-182.762, 74.613, 2.064,  2.590
-182.746, 74.546, 2.071,  2.623
-182.730, 74.478, 2.077,  2.656
-182.714, 74.411, 2.083,  2.689
-182.697, 74.343, 2.090,  2.722
-182.681, 74.275, 2.096,  2.755
-182.664, 74.207, 2.103,  2.788
-182.648, 74.139, 2.109,  2.821
-182.631, 74.071, 2.116,  2.854
-182.614, 74.002, 2.122,  2.887
-182.597, 73.933, 2.129,  2.920
-182.582, 73.864, 2.136,  2.953
-182.567, 73.794, 2.143,  2.986
-182.552, 73.724, 2.150,  3.019
-182.537, 73.653, 2.157,  3.052
-182.522, 73.583, 2.164,  3.085
-182.507, 73.512, 2.171,  3.118
-182.492, 73.441, 2.178,  3.151
-182.477, 73.370, 2.185,  3.184
-182.462, 73.299, 2.192,  3.217
-182.447, 73.227, 2.199,  3.250
-182.432, 73.155, 2.206,  3.283
-182.417, 73.083, 2.213,  3.316
-182.402, 73.010, 2.220,  3.349
-182.386, 72.938, 2.227,  3.382
-182.373, 72.865, 2.234,  3.415
-182.360, 72.791, 2.241,  3.448
-182.346, 72.717, 2.248,  3.481
-182.333, 72.643, 2.255,  3.514
-182.320, 72.569, 2.263,  3.547
-182.307, 72.495, 2.270,  3.580
-182.294, 72.420, 2.278,  3.613
-182.281, 72.345, 2.285,  3.646
-182.268, 72.270, 2.293,  3.679
-182.255, 72.194, 2.300,  3.712
-182.242, 72.118, 2.308,  3.745
-182.229, 72.042, 2.315,  3.778
-182.217, 71.966, 2.323,  3.811
-182.204, 71.889, 2.330,  3.844
-182.192, 71.812, 2.337,  3.877
-182.180, 71.735, 2.345,  3.910
-182.169, 71.657, 2.352,  3.943
-182.157, 71.579, 2.360,  3.976
-182.146, 71.501, 2.367,  4.009
-182.135, 71.423, 2.375,  4.042
-182.124, 71.344, 2.383,  4.075
-182.113, 71.265, 2.391,  4.108
-182.102, 71.186, 2.398,  4.141
-182.091, 71.107, 2.406,  4.174
-182.080, 71.027, 2.414,  4.207
-182.069, 70.947, 2.422,  4.240
-182.058, 70.867, 2.430,  4.273
-182.048, 70.786, 2.437,  4.306
-182.039, 70.705, 2.445,  4.339
-182.030, 70.623, 2.453,  4.372
-182.021, 70.542, 2.461,  4.405
-182.011, 70.460, 2.470,  4.438
-182.001, 70.378, 2.478,  4.471
-181.991, 70.296, 2.486,  4.504
-181.981, 70.213, 2.494,  4.537
-181.971, 70.130, 2.503,  4.570
-181.961, 70.047, 2.511,  4.603
-181.952, 69.964, 2.519,  4.636
-181.942, 69.880, 2.527,  4.669
-181.933, 69.796, 2.535,  4.702
-181.925, 69.711, 2.543,  4.735
-181.917, 69.627, 2.551,  4.768
-181.910, 69.541, 2.559,  4.801
-181.901, 69.456, 2.569,  4.834
-181.892, 69.371, 2.577,  4.867
-181.883, 69.285, 2.586,  4.900
-181.874, 69.199, 2.594,  4.933
-181.866, 69.113, 2.603,  4.966
-181.857, 69.026, 2.611,  4.999
-181.849, 68.939, 2.620,  5.032
-181.841, 68.852, 2.628,  5.065
-181.834, 68.764, 2.636,  5.098
-181.827, 68.676, 2.644,  5.131
-181.820, 68.588, 2.653,  5.164
-181.813, 68.499, 2.662,  5.197
-181.805, 68.411, 2.671,  5.230
-181.798, 68.321, 2.680,  5.263
-181.790, 68.232, 2.689,  5.296
-181.783, 68.142, 2.698,  5.329
-181.776, 68.053, 2.706,  5.362
-181.769, 67.962, 2.715,  5.395
-181.762, 67.872, 2.724,  5.428
-181.755, 67.781, 2.733,  5.461
-181.748, 67.690, 2.742,  5.494
-181.742, 67.598, 2.752,  5.527
-181.735, 67.506, 2.761,  5.560
-181.729, 67.414, 2.770,  5.593
-181.722, 67.322, 2.779,  5.626
-181.716, 67.229, 2.788,  5.659
-181.710, 67.136, 2.797,  5.692
-181.704, 67.042, 2.806,  5.725
-181.699, 66.949, 2.816,  5.758
-181.693, 66.855, 2.825,  5.791
-181.688, 66.760, 2.834,  5.824
-181.682, 66.666, 2.844,  5.857
-181.677, 66.571, 2.853,  5.890
-181.672, 66.475, 2.863,  5.923
-181.667, 66.380, 2.872,  5.956
-181.662, 66.284, 2.882,  5.989
-181.656, 66.187, 2.892,  6.022
-181.650, 66.091, 2.902,  6.055
-181.644, 65.994, 2.911,  6.088
-181.639, 65.897, 2.921,  6.121
-181.633, 65.799, 2.930,  6.154
-181.627, 65.702, 2.940,  6.187
-181.623, 65.603, 2.949,  6.220
-181.618, 65.505, 2.959,  6.253
-181.615, 65.406, 2.968,  6.286
-181.610, 65.307, 2.979,  6.319
-181.605, 65.207, 2.989,  6.352
-181.600, 65.107, 2.999,  6.385
-181.595, 65.007, 3.009,  6.418
-181.590, 64.907, 3.019,  6.451
-181.585, 64.806, 3.029,  6.484
